movie_UiD,title,genres
781,Brokeback Mountain,"drama, romance"
782,United 93,"crime, drama"
783,The Stepford Wives,"comedy, fantasy, thriller"
784,Insidious,"fantasy, horror, thriller"
785,While You Were Sleeping,"comedy, romance"
786,A Better Tomorrow,
787,The Beach,"adventure, drama"
788,Snowden,"drama, thriller"
789,Pearl Harbor,"action, drama, romance, war"
790,Joe Dirt,"adventure, comedy, mystery, romance"
791,Man of the Year,"comedy, thriller"
792,Singam II,
793,Moms' Night Out,
794,Fed Up,documentary
795,Barbershop: The Next Cut,comedy
796,Mermaids,"comedy, drama, romance"
797,Debbie Does Dallas ... Again,
798,Psycho,"crime, horror, thriller"
799,Three Men and a Baby,comedy
800,Dangal,drama
801,Raees,
802,Step Up,"drama, romance"
803,The Kid,
804,Shottas,"action, crime, drama"
805,The Lord of the Rings: The Return of the King,"action, adventure, drama, fantasy"
806,Alice in Wonderland,
807,Cell 211,
808,We Bought a Zoo,"comedy, drama"
809,Amazon Women on the Moon,"comedy, sci-fi"
810,Ju-On: The Curse,
811,Dum,
812,Chasing Mavericks,drama
813,Kiki's Delivery Service,fantasy
814,Autumn in New York,"drama, romance"
815,Undisputed III: Redemption,"action, crime, drama"
816,The Truth About Cats & Dogs,"comedy, romance"
817,Bird,"drama, musical"
818,Camp Rock 2: The Final Jam,"comedy, musical, romance"
819,The Last Man,
820,Mulan,"adventure, animation, children, comedy, drama, musical, romance"
821,The Illusionist,
822,Red Dawn,"action, drama, war"
823,Night at the Museum,"action, comedy, fantasy, imax"
824,The Dark Knight Trilogy,
825,The Serpent and the Rainbow,horror
826,Native Son,
827,Pitch Black,"horror, sci-fi, thriller"
828,"O Brother, Where Art Thou%3F",
829,Mansfield Park,drama
830,The Warrior's Way,"action, fantasy, western"
831,Colors,"action, crime, drama"
832,The Rescuers,"adventure, animation, children, crime, drama"
833,Last Knights,"action, adventure"
834,The Uninvited,"drama, horror, mystery, thriller"
835,Defiance,"drama, thriller, war"
836,Another 48 Hrs.,"action, comedy, crime, drama, thriller"
837,G.I. Blues,"comedy, musical, romance"
838,Dante's Peak,"action, thriller"
839,The Sum of All Fears,"drama, thriller"
840,T2,
841,Daddy's Little Girls,
842,Carol,"drama, romance"
843,A Letter to Momo,
844,Twin Husbands,
845,Mildred Pierce,"drama, film-noir"
846,Purgatory,
847,From Russia with Love,"action, adventure, thriller"
848,The Last Godfather,comedy
849,The Munsters' Scary Little Christmas,
850,Clue,"comedy, crime, mystery, thriller"
851,Beauty and the Beast: The Enchanted Christmas,"animation, children, fantasy, musical"
852,Bordello of Blood,
853,Blindside,
854,Pete's Dragon,"adventure, children, fantasy"
855,I Am Not Your Negro,
856,Mirrors,"horror, mystery, thriller"
857,The Watch,"comedy, sci-fi"
858,Suddenly,
859,Beauty and the Beast,
860,Tampopo,comedy
861,Room 237,documentary
862,Bring It On Again,comedy
863,Big Fat Liar,"children, comedy"
864,Love Story,
865,"Laugh It Up, Fuzzball: The Family Guy Trilogy",
866,Back to the Future,"adventure, comedy, sci-fi"
867,Scent of a Woman,drama
868,Mindgame,
869,Sky Captain and the World of Tomorrow,"action, adventure, sci-fi"
870,Secondhand Lions,"children, comedy, drama"
871,Ryan's Daughter,"drama, romance"
872,Murder on the Campus,
873,Sesame Street Presents Follow That Bird,"children, comedy"
874,The Babadook,"drama, horror, thriller"
875,Keith,"drama, romance"
876,Baby Mama,comedy
877,Jiro Dreams of Sushi,documentary
878,3 Avengers,(no genres listed)
879,The Deer Hunt,
880,The Signal,"sci-fi, thriller"
881,Mean Girls,comedy
882,This Space Between Us,
883,Mr. and Mrs.,
884,Planet of the Apes,"action, adventure, drama, sci-fi"
885,The Hangover,"comedy, crime"
886,Message from Space,
887,The Children Who Cheated the Nazis,
888,Landline,comedy
889,YellowBrickRoad,"horror, thriller"
890,Woman on Top,"comedy, romance"
891,Men in Black,
892,Blood In Blood Out,
893,Executive Decision,"action, adventure, thriller"
894,Walking with Dinosaurs,
895,Burnt,drama
896,The Black Dahlia,"crime, drama, mystery, thriller"
897,Fun,"crime, drama"
898,The Pacifier,"action, comedy"
899,I Am the Pretty Thing That Lives in the House,"horror, thriller"
900,Dracula: Dead and Loving It,"comedy, horror"
901,Jingle All the Way 2,"children, comedy"
902,The Big Cube,"mystery, thriller"
903,The Wolf of Wall Street,
904,High Crimes,thriller
905,Bicycle Thieves,
906,The Drop,"crime, drama, thriller"
907,The Tomb,"horror, thriller"
908,Falling Down,"action, drama"
909,Jurassic Park,"action, adventure, sci-fi, thriller"
910,Red Planet,"action, sci-fi, thriller"
911,I'm Through with White Girls,
912,The Infiltrator,"crime, drama"
913,How to Lose Your Virginity,
914,Mars,comedy
915,Battlestar Galactica: The Plan,"action, adventure, drama, sci-fi"
916,Beethoven's 3rd,"children, comedy"
917,But I'm a Cheerleader,comedy
918,Raising Arizona,comedy
919,,
920,The Stuff,"comedy, horror, mystery, sci-fi"
921,The Smurfs 2,"animation, children, comedy"
922,Scrooged,"comedy, fantasy, romance"
923,Hocus Pocus,"children, comedy, fantasy, horror"
924,Get Smart,"action, comedy"
925,Superhero Movie,"action, comedy, sci-fi"
926,The Hunter,drama
927,Home Alone,
928,Immortal Combat,
929,Escape Plan,"action, mystery, thriller"
930,Honest Man: The Life of R. Budd Dwyer,documentary
931,Inside Llewyn Davis,drama
932,The Bling Ring,"crime, drama"
933,Zero Dark Thirty,"action, drama, thriller"
934,Requiem,
935,28 Weeks Later,"horror, sci-fi, thriller"
936,The Brothers,"comedy, drama"
937,Phenomenon,"drama, romance"
938,Pacquiao: The Movie,
939,Race,drama
940,Must Love Dogs,"comedy, romance"
941,Blackbeard's Ghost,"children, comedy"
942,Little Man,comedy
943,Watchmen,"action, drama, mystery, sci-fi, thriller, imax"
944,Live Free or Die Hard,"action, adventure, crime, thriller"
945,Mannequin,"comedy, romance"
946,Invasion of the Body Snatchers,"horror, sci-fi, thriller"
947,Star Wars: Episode III Â Revenge of the Sith,
948,Batman and Robin,"action, adventure, crime, drama, sci-fi"
949,Murder on the Orient Express,"crime, drama, mystery"
950,Mr. Magoo,comedy
951,Freddy vs. Jason,"action, horror, thriller"
952,Ransom,"crime, thriller"
953,House of Wax,"horror, thriller"
954,The Nun,drama
955,Pirates of the Caribbean: At World's End,"action, adventure, comedy, fantasy"
956,The Sunshine Boys,comedy
957,The Gifted,
958,Hidalgo,"adventure, drama"
959,Bandslam,"comedy, drama, musical"
960,Annie Get Your Gun,"comedy, musical, romance, western"
961,"Monsters, Inc.","adventure, animation, children, comedy, fantasy"
962,Lady in the Water,"drama, fantasy, mystery"
963,After the Sunset,"action, adventure, comedy, crime, thriller"
964,Fun Mom Dinner,
965,Big Stan,comedy
966,My Big Fat Greek Wedding 2,comedy
967,The Emperor's New Groove,"adventure, animation, children, comedy, fantasy"
968,In the Doghouse,
969,Chronicle,"action, sci-fi, thriller"
970,Tracks,"adventure, drama"
971,The Internet's Own Boy,
972,Nick of Time,"action, thriller"
973,Eddie Murphy Delirious,"comedy, documentary"
974,House Party,comedy
975,SEAL Team 8: Behind Enemy Lines,
976,Swordfish,"action, crime, drama"
977,The Incredible Shrinking Woman,"comedy, sci-fi"
978,Money Monster,"drama, thriller"
979,On the Town,"comedy, musical, romance"
980,Hangover,
981,King Boxer,
982,Hamilton,
983,Bourne,
984,The Legend of Bagger Vance,"drama, romance"
985,Young Frankenstein,"comedy, fantasy"
986,"Hail, Caesar!",comedy
987,The Landlord,"comedy, drama"
988,The Star of Santa Clara,
989,Europe '51,
990,Winter Passing,drama
991,Meet the Parents,
992,The Final Countdown,"action, sci-fi"
993,Monster,
994,The Secret Life of Bees,drama
995,Tap,drama
996,Bug,
997,Barbie of Swan Lake,"animation, children"
998,Jack Reacher: Never Go Back,"action, crime, drama, mystery, thriller"
999,Hyde Park on Hudson,"comedy, drama"
1000,Ip Man,"action, drama, war"
1001,Sex Drive,comedy
1002,Poltergeist III,"horror, thriller"
1003,Sing,"animation, children, comedy"
1004,King of the Hill,drama
1005,What We Do in the Shadows,"comedy, horror"
1006,Unbreakable,"drama, sci-fi"
1007,Malibu's Most Wanted,"comedy, crime"
1008,Up There,(no genres listed)
1009,A Guide to Recognizing Your Saints,"crime, drama"
1010,Holy Rollers,"crime, drama"
1011,Fantastic Four,"action, adventure, fantasy, sci-fi"
1012,Trojan War,comedy
1013,Pinocchio,"animation, children"
1014,Night of Fear,
1015,Independence Day,
1016,Mr. Brooks,"crime, drama, thriller"
1017,MirrorMask,"adventure, children, drama, fantasy"
1018,Freddy's Dead: The Final Nightmare,
1019,A Civil Action,drama
1020,Last Action Hero,"action, adventure, comedy, fantasy"
1021,Romany Love,
1022,3 Idiots,"comedy, drama, romance"
1023,Rules of Engagement,"drama, thriller"
1024,Narco,
1025,RRRrrrr!!!,comedy
1026,Enemy Mine,"adventure, drama, sci-fi"
1027,Gone Baby Gone,"crime, drama, mystery"
1028,The Homesman,"drama, western"
1029,Mirror Mirror,"adventure, comedy, fantasy"
1030,Love Story,"drama, romance"
1031,"McFarland, USA",drama
1032,License to Wed,"comedy, romance"
1033,The Way We Were,"drama, romance"
1034,The Legend of Boggy Creek,"drama, horror, mystery, thriller"
1035,The Forbidden Kingdom,"action, adventure, comedy, fantasy"
1036,Sinbad: Legend of the Seven Seas,"adventure, animation, children, fantasy"
1037,Diablo,"action, adventure, thriller, western"
1038,The Hobbit: The Desolation of Smaug,"adventure, fantasy, imax"
1039,The Hills Have Eyes,horror
1040,King,drama
1041,Raavan,"drama, sci-fi"
1042,Interview with the Vampire,
1043,Black Beauty,"adventure, children, drama"
1044,Girls,
1045,MartÃ­n,
1046,Whiskey Tango Foxtrot,"comedy, war"
1047,Infernal Affairs,
1048,Darkman,"action, crime, fantasy, sci-fi, thriller"
1049,A Clockwork Orange,"crime, drama, sci-fi, thriller"
1050,Pontypool,"horror, thriller"
1051,Life,
1052,A Cinderella Story,"comedy, romance"
1053,A Mighty Wind,"comedy, musical"
1054,Dark Tower,
1055,Man Up,"comedy, romance"
1056,What Women Want,
1057,Precious,drama
1058,The Ramen Girl,"comedy, drama, romance"
1059,Wishful Thinking,comedy
1060,Cast Away,drama
1061,The Last Face,
1062,Abduction,"drama, fantasy"
1063,Apartment 1303,horror
1064,Harlem Nights,"comedy, crime, romance"
1065,The River Wild,"action, thriller"
1066,X-Men,"action, adventure, sci-fi"
1067,Green Lantern,"action, adventure, sci-fi"
1068,The Young Guns,
1069,Highlander,"action, adventure, fantasy"
1070,Nightwalking,
1071,Epic,"adventure, animation, fantasy"
1072,The Texas Chainsaw Massacre,horror
1073,The First Wives Club,comedy
1074,Spider-Man: Homecoming,
1075,Cool Runnings,comedy
1076,Gunfight at the O.K. Corral,western
1077,Evil Dead,horror
1078,Just Friends,"comedy, romance"
1079,Five Dances,"drama, romance"
1080,The Recruit,"action, thriller"
1081,Renoir,"drama, romance"
1082,Thor: Ragnarok,"action, adventure, sci-fi"
1083,Fool's Gold,
1084,The Shining,horror
1085,The Trip to Italy,"comedy, drama"
1086,The Man Who Knew Infinity,
1087,House of 1000 Corpses,horror
1088,Total Recall,"action, adventure, sci-fi, thriller"
1089,The Conjuring,"horror, thriller"
1090,The Adventures of Pluto Nash,"action, adventure, comedy, sci-fi"
1091,Black Christmas,"horror, mystery, thriller"
1092,The Last Unicorn,"animation, children, fantasy"
1093,The Glimmer Man,"action, thriller"
1094,Santa Baby,"children, comedy"
1095,The Little Mermaid II: Return to the Sea,
1096,Borat,
1097,Lord of Illusions,horror
1098,A Christmas Story,"children, comedy"
1099,Thirteen Days,"drama, thriller, war"
1100,Tekken,
1101,Lakeview Terrace,"drama, thriller"
1102,My Boss's Daughter,"comedy, romance"
1103,Twice-Told Tales,"horror, mystery, romance, sci-fi"
1104,"Synecdoche, New York","comedy, drama"
1105,Bend It Like Beckham,"comedy, drama, romance"
1106,Sci-Fighters,
1107,The Outsider,drama
1108,Furry Vengeance,"children, comedy"
1109,The Holy Mountain,
1110,The Scorpion King,"action, adventure, fantasy, thriller"
1111,2010,
1112,Kindergarten Cop,"action, comedy, crime, thriller"
1113,City of Gold,
1114,To Kill a Mockingbird,drama
1115,Passenger 57,"action, thriller"
1116,Mad Max Beyond Thunderdome,"action, adventure, sci-fi"
1117,Fireproof,"drama, romance"
1118,Dreamcatcher,"drama, horror, sci-fi, thriller"
1119,The Inglorious Bastards,
1120,Crimson Tide,"drama, thriller, war"
1121,Scream,"comedy, horror, mystery, thriller"
1122,Gremlins 2: The New Batch,"comedy, horror"
1123,Keanu,comedy
1124,Fiddler on the Roof,"drama, musical"
1125,O.J.: Made in America,documentary
1126,The Cat Returns,
1127,City Slickers,"comedy, western"
1128,Snow Buddies,"adventure, children"
1129,300 Miles to Heaven,
1130,Thank You for Smoking,
1131,300,"action, fantasy, war, imax"
1132,Notebook,
1133,Vacation,
1134,The Lorax,
1135,Green Card,"comedy, drama, romance"
1136,Ocean's 11,
1137,Get Over It,"comedy, romance"
1138,Pompeii,"action, adventure, drama"
1139,The Muppets,"children, comedy, musical"
1140,The Nun's Story,drama
1141,Fanboys,"adventure, comedy, drama"
1142,Frozen,"adventure, animation, comedy, fantasy, musical, romance"
1143,Eat Pray Love,"drama, romance"
1144,My Girl 2,"comedy, drama, romance"
1145,Operation Dumbo Drop,"action, adventure, comedy, war"
1146,Lupin III,
1147,Animal House,comedy
1148,Crash,"crime, drama"
1149,La La Land,"comedy, drama, romance"
1150,Jay and Silent Bob Strike Back,"adventure, comedy"
1151,The Last Samurai,"action, adventure, drama, war"
1152,Love Potion No. 9,
1153,The Other Boleyn Girl,"drama, romance"
1154,The Aristocrats,"comedy, documentary"
1155,2,
1156,The Adventures of Tintin,"action, animation, mystery, imax"
1157,Godzilla vs. Megalon,
1158,No Way Out,"drama, mystery, thriller"
1159,Cops and Robbers,
1160,The Invitation,"horror, thriller"
1161,Pat Garrett and Billy the Kid,western
1162,The Birth of a Nation,drama
1163,Three Days of the Condor,
1164,Bottle Rocket,"adventure, comedy, crime, romance"
1165,The Perks of Being a Wallflower,"drama, romance"
1166,Divergent,"adventure, romance, sci-fi, imax"
1167,Love and Death,comedy
1168,Max,"adventure, children, drama"
1169,Batman Beyond: Return of the Joker,"action, animation, crime, sci-fi, thriller"
1170,Explorers,"adventure, children, sci-fi"
1171,Underworld: Rise of the Lycans,"action, fantasy, horror, thriller"
1172,Wrath of the Titans,"action, adventure, fantasy, imax"
1173,The Diary of Anne Frank,"drama, war"
1174,Sicko,"documentary, drama"
1175,A Night to Remember,"action, drama"
1176,CinderElmo,
1177,Minions,"adventure, animation, children, comedy"
1178,John Wick: Chapter 2,
1179,Wordplay,documentary
1180,Barry,drama
1181,The Story of Ruth,drama
1182,The Pelican Brief,"crime, drama, mystery, romance, thriller"
1183,Alex & Emma,"comedy, drama, romance"
1184,Before I Go to Sleep,"mystery, thriller"
1185,Leatherface,
1186,Appleseed Ex Machina,
1187,Heat,"comedy, romance"
1188,Lake Mungo,"drama, mystery, thriller"
1189,High School Musical,"children, comedy, drama, musical, romance"
1190,Mansfield Park,"comedy, drama, romance"
1191,Faust,
1192,School of Rock,"comedy, musical"
1193,Psycho III,"horror, thriller"
1194,Mythica: A Quest for Heroes,fantasy
1195,The Haunting,"horror, thriller"
1196,Ironclad: Battle for Blood,
1197,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"comedy, crime"
1198,A Patch of Blue,"drama, romance"
1199,Frozen,drama
1200,Piranha,horror
1201,Saving Silverman,
1202,Halloween II,horror
1203,Quo Vadis,"drama, romance"
1204,A Boyfriend for Christmas,
1205,The Big Sick,"comedy, romance"
1206,The Misfits,"comedy, drama, romance, western"
1207,All Dogs Go to Heaven 2,"adventure, animation, children, fantasy, musical, romance"
1208,Straw Dogs,thriller
1209,Die Hard 2,"action, adventure, thriller"
1210,Tommy Boy,comedy
1211,Running Scared,"action, crime, thriller"
1212,Free Willy 2: The Adventure Home,"adventure, children, drama"
1213,Red,"drama, thriller"
1214,Jungle Book,"adventure, fantasy"
1215,Cat Ballou,"comedy, western"
1216,Santa,
1217,Knock Knock,horror
1218,Dracula 2000,horror
1219,Touch of Evil,"crime, film-noir, thriller"
1220,Sabrina,"comedy, romance"
1221,Nancy Drew,(no genres listed)
1222,Lower Learning,comedy
1223,The Sixth Sense,"drama, horror, mystery"
1224,Spider-Man 2,"action, adventure, sci-fi, imax"
1225,Beasts of No Nation,"drama, war"
1226,Tokusou Sentai Dekaranger The Movie: Full Blast Action,
1227,The Bear,
1228,Piranha 3D,
1229,XXX,
1230,Repulsion,"drama, horror"
1231,Take Off Your Clothes and Live!,
1232,Revenge of the Nerds,comedy
1233,GoldenEye,"action, adventure, thriller"
1234,Letters to Juliet,"drama, romance"
1235,The Hunger Games,"action, adventure, drama, sci-fi, thriller"
1236,Before Midnight,"drama, romance"
1237,Money,
1238,Call of the Wild,
1239,Alien: Resurrection,"action, horror, sci-fi"
1240,The Aristocats,"animation, children"
1241,Earth,documentary
1242,La Vie en rose,
1243,Fallen,"crime, drama, fantasy, thriller"
1244,The Little Mermaid: Ariel's Beginning,"animation, children, fantasy"
1245,Turtle: The Incredible Journey,
1246,Mudbound,
1247,The Baby-Sitters Club,children
1248,W.,drama
1249,Devil in a Blue Dress,"crime, film-noir, mystery, thriller"
1250,Jaws: The Revenge,"horror, thriller"
1251,Soul Plane,comedy
1252,The Terminator,"action, sci-fi, thriller"
1253,What to Expect When You're Expecting,"comedy, drama, romance"
